"timestamp","title","price","market","surface","location","remote_support","lighting","advertiser_type","description","no_of_rooms","form_of_property","url","is_for_sale","posting_id"
"2023-09-04","Dom z potencjałem w Jawczycach","2000000","market,secondary","292","Ożarów Mazowiecki, Ożarów Mazowiecki, warszawski zachodni, mazowieckie","true","null","agency","Sześcio pokojowy dom o zabudowie jednorodzinnej o całkowitej powierzchni 292 m2.Praktyczny w pełni urządzony dom z pięknym ogrodem położony na działce mieszkalno-usługowej. Parter gotowy do zamieszkania, piętro w stanie deweloperskim. Możliwa adaptacja niższej kondygnacji na lokal usługowy lub mieszkalny(osobne wejście).Dom ogrzewany gazem ziemnym z własną kanalizacją i niezależną studnią głębinową(możliwość przyłączenia do wodociągów). Dodatkowe ogrzewanie stanowi kominek z rozprowadzeniem ciepła na górną kondygnację.Duży ogród zielony (około 800 m2) otoczony wysokimi tujami gwarantującymi prywatność.Usytuowanie domu:- przedsionek(wejście)-ekspozycja wschodnia,- kotłownia-ekspozycja wschodnia,- kuchnia-ekspozycja wschodnia,- jadalnia-ekspozycja południowa,- salon-ekspozycja południowo-zachodnia (z wyjściem na taras),- komunikacja,- sypialnia-ekspozycja wschodnia,- pokój-ekspozycja zachodnia,- łazienka-ekspozycja zachodnia,- klatka schodowa.
Doskonała lokalizacja z dogodnym dojazdem do-trasy S8 oraz dobra komunikacja z Centrum Warszawy.
Gorąco polecam i zapraszam do kontaktu i oglądania nieruchomości ","6","null","https://www.otodom.pl/pl/oferta/dom-z-potencjalem-w-jawczycach-ID4fyN0","true","4fyN0"
"2023-09-04","Dwupoziomowy apartament z 2 balkonami blisko plaży","2390000","market,secondary","114.16","ul. Polna, Karlikowo, Sopot, pomorskie","null","null","agency","Apartament o powierzchni 114 m2, oferuje w rzeczywistości znacznie większą przestrzeń do wykorzystania - powierzchnia podłogi to 130 m2. Usytuowany na strzeżonym osiedlu, na trzecim piętrze apartamentowca z windą, w 10 minutowej odległości od plaży. Ulica Polna leży w pewnym oddaleniu od turystycznego zgiełku deptaka Monte Cassino, co daje możliwość rzeczywistego odpoczynku i czerpania z uroków lata. Zarówno turyści, jak i mieszkańcy, zaznają tu ciszy i spokoju. Infrastruktura miejskiej i wakacyjna w zasięgu krótkiego spaceru. Restauracje, bary, a przede wszystkim pełna uroku plaża i szum fal na wyciągnięcie ręki. W bezpośrednim otoczeniu osiedla znajduje się Przystań Rybacka gdzie można zakupić świeże ryby od rybaków, Bar Przystań przy plaży, czy restauracja włoska Tesoro prowadzona przez włoską rodzinę.Apartament rozlokowany jest na dwóch poziomach. Poziom dolny to powierzchnia 67 m2 która oferuje: przestronny salon z dużym, wygodnym aneksem kuchennym (łącznie 29 m2) i balkonem od strony wschodniej, sypialnię (15 m2), łazienkę z wanną i pralką (5,5 m2) oraz obszerny hol (17,5 m2) z dużą ilością szaf ubraniowych. Górny poziom to otwarta przestrzeń 47 m2 z balkonem, łazienką z prysznicem i garderobą. Spora przestrzeń, którą w razie potrzeby można podzielić na dwa pokoje. Wykorzystano również poddasze uroczej wieżyczki jako punkt obserwacyjny z niezwykłymi widokami na Sopot. Można tu urządzić także niezwykłe miejsce zabaw dla dzieci czy też stworzyć miejsce do pracy.Mieszkanie sprzedawane z całym wyposażeniem.Z wszystkich okiem rozciągają się panoramiczne widoki na park z oczkiem wodnym i pobliskie zabudowania, odetchnąć tu można pełną piersią, dotrą tu zapewne pohukiwania mew i powiew morskiej bryzy. Na terenie osiedla znajduje się plac zabaw dla dzieci. W hali garażowej miejsce parkingowe i komórka lokatorska (2,7 m2) wliczona w cenę mieszkania. Osiedle strzeżone, z 24-godzinną ochroną.Mieszkanie pracuje w systemie najmu dobowego przynosząc zyski właścicielom. Tak duża przestrzeń, która pomieści 9 osób jest zarówno świetną opcją do zamieszkania, jak i projektem inwestycyjnym generującym zyski z wynajmu.Czysta księga wieczysta. Wydanie natychmiastowe. Przedstawiona oferta ma charakter informacyjny, nie stanowi oferty handlowej w rozumieniu Art. 66 par. 1 Kodeksu Cywilnego.NABA HOUSE pomaga też w uzyskaniu kredytu hipotecznego. Mamy najlepszych specjalistów kredytowych, możliwość uzyskania kredytu z opcją gwarantowanego zadatku.","4","pełna własność","https://www.otodom.pl/pl/oferta/dwupoziomowy-apartament-z-2-balkonami-blisko-plazy-ID4aZ5A","true","4aZ5A"
"2023-09-04","Elegancki wybór Pas Nadmorski Neptun Park 102m2","3679000","market,secondary","102","ul. Wypoczynkowa, Jelitkowo, Gdańsk, pomorskie","null","null","agency","Atuty:Jedna z najbardziej prestiżowych lokalizacji zaledwie 100m od morza, dwa duże słoneczne balkony z widokiem na patio, dwa miejsca postojowe w hali , wysoki standard wykończeń.Lokalizacja:Jedno z najlepszych miejsc w Gdańsku, osiedle Neptun Park przy ul. Wypoczynkowej. Idealne miejsce dla osób poszukujących bliskości pasa nadmorskiego, wypoczynkowego klimatu i infrastruktury miejskiej . W odległości 100 m znajduje się szeroka plaża ,do której dostaniemy się przez teren leśny. Osiedle graniczy z Parkiem Regana bogatym w alejki spacerowe, siłownie na świeżym powietrzu, liczne place zabaw i tereny dla zwierząt. W pobliżu osiedla znajduje się klub windsurfingowy, tor wyścigów konnych, molo oraz nadmorska promenada.Budynek:Osiedle wybudowane zostało w 2010 roku, przepięknie wkomponowane w stare drzewa i wzbogacone nowoczesną roślinnością przez architektów zieleni oraz ogrodników. Nienagannie zadbana parkowa zieleń i oczka wodne dodają uroku temu miejscu, a zastosowane w budowie szlachetne i ekologiczne materiały nadają osiedlu prestiżowy i bardzo komfortowy charakter. Osiedle jest ogrodzone, zamknięte i objęte całodobową ochroną.Apartament:Na powierzchni 102 m2 mieszczą się trzy sypialnie, z których jedna zagospodarowana została na dużą garderobę, dalej piękny, przestronny salon z kuchnią we wnęce. W kuchni granitowe blaty i okładziny ścian z granitu. Obok dwudrzwiowej lodówki znajdziemy dedykowaną specjalnie na wina, drugą lodówkę. Zlew wyposażony został w młynek do utylizowania resztek. W całym mieszkaniu znajdziemy mnóstwo punktów świetlnych, niektóre z nich na czujniki oraz nagłośnienie firmy Bose. W tym wyjątkowym mieszkaniu znajduje się łazienka z prysznicem i wanną oraz osobna toaleta z przestrzenią na pralkę. Na podłogach deska dębowa oraz gres z Hiszpanii i Włoch.Do mieszkania przynależą dodatkowo dwa płatne miejsca parkingowe w podziemnej hali garażowej w cenie 55 000 zł za każde.Przedstawione powyżej propozycje nie stanowią oferty handlowej w rozumieniu przepisów prawa, lecz mają charakter informacyjny. Wszelkie dane dotyczące nieruchomości uzyskano na podstawie oświadczeń właściciela.Zespół White Wood dokłada starań, aby każda z ofert była rzetelnie sprawdzona i aktualna.","4","pełna własność","https://www.otodom.pl/pl/oferta/elegancki-wybor-pas-nadmorski-neptun-park-102m2-ID4lMn3","true","4lMn3"
"2023-09-04","2 pokoje z ogrodem w super cenie","333909","market,primary","44.82","Bzianka, Rzeszów, podkarpackie","null","null","agency","Prestiżowa inwestycja w przedsprzedażowych cenachBez prowizji od klienta kupującego, Bez podatku PCC, Bez ukrytych kosztówMamy przyjemność zaprezentować 2 pokojowe mieszkanie z ogrodem, tarasem, miejscem postojowym w garażu podziemnym i komórką lokatorską, o powierzchni 44,82 m2 w stanie deweloperskim w nowoczesnej, dobrze przemyślanej, nowej inwestycji w otoczeniu zieleni zaledwie przy ul. Dębickiej 10 minut od ścisłego Centrum Miasta Rzeszowa.ZALETY INWESTYCJI:- nowoczesna zabudowa- wysoka jakość wykonania,- bezczynszowe mieszkania,- funkcjonalny układ pomieszczeń,- ogrzewanie z wspólnej kotłowni, - ogrzewanie podłogowe w łazienkach,- każdy budynek posiada własną windę,- dziedziniec z placem zabaw dla dzieci,- teren zagospodarowany z oświetleniem po zmroku,- całość oddawana w stanie deweloperskim do samodzielnej aranżacji.PARAMETRY NIERUCHOMOŚCI:Salon z aneksem kuchennym - 21,67 m2Pokój - 8,93 m2Łazienka - 4,44 m2Przedpokój - 9,45 m2DO NIERUCHOMOŚCI PRZYNALEŻY:- ogródek - 21,33 m2- taras - 4,38 m2- miejsce postojowe 25 000 zł, podwójne 39 000 zł- komórki w cenie 3 000 zł/m2 bądź boksy garażowe 2 000 zł/m2.LOKALIZACJA INWESTYCJI:Inwestycja znajduje się przy ulicy Dębickiej w sąsiedztwie niskiej zabudowy. Idealne dla osób ceniących sobie prywatność, ciszę i spokój oraz bardzo krótki czas dojazdu do centrum bez korków. W POBLIŻU: tereny zielone i otwarte przestrzenie rekreacyjne, plac zabaw, przedszkole, żłobek i sklepy.Nie czekaj zarezerwuj już dziś i ciesz się przedsprzedażową ceną.* zdjęcia wnętrz poglądowe. Oferta dotyczy mieszkania 04Zakup miejsca postojowego i komórki lokatorskiej/boksu garażowego jest obowiązkowy.Termin oddania inwestycji to III kwartał 2024 r.","2","pełna własność","https://www.otodom.pl/pl/oferta/2-pokoje-z-ogrodem-w-super-cenie-ID4kv8P","true","4kv8P"
"2023-09-04","Prestiżowa - Lokal inwestycyjny 4.9 - 2 pokoje !","444528","market,primary","45.36","Czuby Północne, Lublin, lubelskie","null","null","agency","DEWELOPER LUBLINPRESTIŻOWA ONYKSOWA !BEZ PROWIZJI - BEZ PODATKU PCC !BRAK KOSZTÓW OBSŁUGI BIUR NIERUCHOMOŚCI !Inwestycja  zlokalizowana jest w Lublinie na osiedlu WęglinekPowstaje tu siedmiokondygnacyjny budynek w najnowszych energooszczędnych standardach.Trzy pierwsze kondygnacje przewidziane są pod lokale usługowe na 23% VAT,Cztery kolejne to część lokali inwestycyjnych pod wynajem.Inwestycja obecnie jest w trakcie budowy z planowanym na 1 kw. 2025 roku terminem oddania do użytkowania.ZAKOŃCZENIE BUDOWY GRUDZIEŃ 2024 rok !Bezpieczne ogrzewanie miejskie - LPEC !Możliwość zmian układu ścianek działowych pod klienta według projektu indywidualnego !Możliwość łączenia powierzchni apartamentów !Cały projekt składa się z 35 nowych mieszkań inwestycyjnych znajdujących się w 1 budynku wielorodzinnym.Budynek posiada 7 kondygnacji naziemnych wraz z parterem oraz 1 kondygnację podziemną.Posiada 2 klatki oraz 2 windy !Na dachu inwestycji znajdować się będą panele fotowoltaiczne które zmniejszą koszty energii w budynku.Aktualnie w sprzedaży są 34 nowe mieszkania inwestycyjne o powierzchni od 37 do 73 metrów kwadratowych.Miejsca postojowe podziemne (134 miejsca)  W promieniu 50 metrów od budynku wszystkie najważniejsze punkty usługowe !Wynajem w tym miejscu mieszkań to idealna lokata kapitału.W tej okolicy nie trzeba długo czekać na najemcę dodatkowo ceny za wynajem nieruchomości są w wielu przypadkach wyższe niż w samym Centrum Lublina.Ze względu na położenie budynku blisko wszystkich potrzebnych usług w okolicy oraz bliskość terenów zielonych - Starego Gaju, Wąwozu oraz Rezerwatu Przyrody Stasin sprawia że to miejsce jest wyjątkowo atrakcyjne !Do pętli autobusowej PORĘBA - około 15 autobusów oraz trolejbusów dzieli nas jedynie 1 minuta pieszo !Do dworca południowego jedynie 500 metrów !Każde mieszkanie inwestycyjne jest na 8% podatku VAT, oraz będzie miało założoną księgę wieczystą.Istnieje możliwość kredytowania inwestycji.Każdy może kupić tu swój apartament inwestycyjny - nie trzeba mieć firmy !W celu rezerwacji mieszkania lub umówienia prezentacji nieruchomości zapraszamy.Oferta skierowana do osób wymagających, poszukujących nieruchomości w prestiżowej lokalizacji, a także dla osób poszukujących nieruchomości jako inwestycję oraz idealną lokatę kapitału.Biuro  czynne :od pon. do sob. 9 - 17 CLIVUS Nieruchomości,Michał Węzka Premium NIeruchomościul. Zalewskiego 7 lok. 3, 20-492 Lublin, Tel : 533.997.245Do dyspozycji dla naszych klientów jest również doradca kredytowy oraz doświadczone ekipy remontowo/wykończeniowe.Jeżeli chcesz sprzedać swoje mieszkanie szybko i profesjonalnie zapraszam na darmową wycenę nieruchomości oraz propozycję współpracy w sprzedaży !Zapraszamy  ","2","pełna własność","https://www.otodom.pl/pl/oferta/prestizowa-lokal-inwestycyjny-4-9-2-pokoje-ID4mmRz","true","4mmRz"
"2023-09-04","2 pokoje z Ogródkiem, tuż za Wrocławiem! /Lutynia","337000","market,primary","47.8","Trzmielowicka, Leśnica, Fabryczna, Wrocław, dolnośląskie","null","null","agency","Oferta bez PCC i Prowizji.Mamy przyjemność zaprezentować Państwu przestronne, dwupokojowe mieszkanie zlokalizowane w podwrocławskiej Lutyni.Mieszkanie ma powierzchnię 47,8 m2, w skład której wchodzą:Przedpokój 10,9 m2Pokój dzienny + kuchnia 21,5 m2Sypialnia 10,9 m2Łazienka 4,5 m2oraz ogródek/ taras - 41 m2Mieszkanie zlokalizowane jest na parterze nowo wybudowanego, dwupiętrowego bloku, wzniesionego w ramach inwestycji autorstwa renomowanego, wrocławskiego dewelopera. Osiedle znajduje się tuż przy granicy Wrocławia. W bezpośrednim sąsiedztwie Lasu Ratyńskiego. Można stąd dojechać do parkingu Park &amp; Drive w 15 minut, a następnie tramwajem dojechać do centrum w 32 minuty. W Lutyni znajduje się najpotrzebniejsza infrastruktura oraz zaplecze handlowo-usługowe -  sklepy, szkoła, przedszkola, ośrodek zdrowia.Największe zalety prezentowanej oferty:Lokalizacja w sąsiedztwie terenów zielonych - doskonałe rozwiązanie dla tych, którzy nie chcąc wyprowadzać się daleko od miasta, marzą też o mieszkaniu w miejscu, w którym można wypocząć na łonie natury i napawać wzrok odprężającymi widokami,Dobre skomunikowanie z Wrocławiem oraz innymi miastami regionu - stacja kolejowa oraz przystanki autobusowe w niedalekim sąsiedztwie osiedla,Ciche, nowoczesne i przemyślane osiedle bogate w najpotrzebniejszą infrastrukturę - chodniki, ścieżki rowerowe, ławeczki, stojaki rowerowe, Liczne miejsca postojowe naziemne na terenie inwestycji,Materiały najwyższej jakości wykorzystane z najwyższą starannością w trakcie budowy.Planowane oddanie: Q3 2023-Zapraszam na spotkanie informacyjne.PCC 0%Prowizja 0%Oznaczenie nieruchomości: 3T-6T-Przy zakupie oferujemy wsparcie przy uzyskaniu  finansowania na zakup nieruchomości z opcją dodatkowych korzyści! Szczegóły u Doradcy Finansowego.Oferujemy szereg innych usług związanych z rynkiem nieruchomości. Zapraszamy do współpracy z naszym biurem.Michał Urbańczyk (N-Home Nieruchomości) dla WPBM Zielona Lutynia*Prezentowana oferta nie stanowi oferty handlowej w rozumieniu Art. 66 par. 1 Kodeksu Cywilnego, a dane w niej zawarte mają charakter jedynie informacyjny i mogą ulec zmianie.","2","pełna własność","https://www.otodom.pl/pl/oferta/2-pokoje-z-ogrodkiem-tuz-za-wroclawiem-lutynia-ID4m9gi","true","4m9gi"
"2023-09-04","M4 do wprowadzenia na Zielonym Romanowie","460000","market,secondary","68","Romanów, Bałuty, Łódź, łódzkie","true","null","agency","Oferta obejmuje sprzedaż 3 pokojowego mieszkania na czwartym piętrze o pow. 68mkw na Zielonym Romanowie. Nieruchomość jest po generalnym remoncie , w pełni wyposażona i gotowa do wprowadzenia.Lokal składa się z salonu z aneksem kuchennym, sypialni, pokoju, łazienki z wc oraz garderoby, która także może być pomieszczeniem gospodarczym.Kuchnia w pełnej zabudowie wykonana z wysokiej klasy materiałów oraz wyposażona w sprzęt AGD tj.lodówka pod zabudowę, płyta indukcyjna, zmywarka, piekarnik oraz zlew jednokomorowy. Salon wyposażony w zabudowę meblową, sofę do siedzenia z funkcją spania   oraz wygodny fotel.Całe osiedle jest monitorowane i chronione. Na osiedlu znajduje się przedszkole oraz pasaż handlowo-usługowy a w nim : apteka, poczta , salony kosmetyczne i prasowe, sklepy i punkty usługowe. Z myślą o mieszkańcach został wybudowany kompleks rekreacyjno-sportowy z placem zabaw dla dzieci, boiskiem sportowym do siatkówki i koszykówki a także skatepark. Tuż obok osiedla tereny zielone.Zapraszam do zapoznania się ze spacerem wirtualnym umieszczonym w linku poniżej oraz dostępnym u Agenta:s://sb360.online/0r9ldomBy kupić nową nieruchomość musisz sprzedać inną?  Skontaktuj się z nami! Zaproponujemy Ci jej odkup lub korzystne warunki sprzedaży i dopilnujemy zgrania terminów.","3","pełna własność","https://www.otodom.pl/pl/oferta/m4-do-wprowadzenia-na-zielonym-romanowie-ID4mlXc","true","4mlXc"
"2023-09-04","2 pokoje z ogródkiem / południe / wschód","null","market,primary","41.14","ul. Ostrogórska, Centrum / Śródmieście, Sosnowiec, śląskie","true","null","developer","Najlepsze mieszkanie w Centrum Sosnowca!
 
Gwarancja stałej ceny. Rezerwując swoje mieszkanie u nas masz pewność, że cena się nie zmieni. 
W cichej i spokojnej części Centrum miasta powstaje kompleks apartamentowców, który spełniać będzie wysokie standardy.

Spełniamy marzenia o własnym ogrodzie – taką opcję zarezerwowano dla mieszkań na parterze. Odpocząć i napić się kawy będzie można również na balkonach, które przewidziano na wyższych kondygnacjach.
 
Na osiedlu nie będzie trzeba martwić się o zaparkowanie swojego samochodu, ponieważ pod budynkiem została zaprojektowana przestronna hala garażowa.

Na zewnątrz przewidziano miejsce rekreacji i plac zabaw dla dzieci, znajdą się na zielonym terenie pomiędzy budynkami.


W najbliższym otoczeniu znajdują się przedszkola, szkoły, szpital oraz inne miejsca użyteczności publicznej.

Osoby pracujące w Katowicach nie powinny mieć problemu z dojazdami. Do stolicy Śląska dostaną się samochodem w 15 minut. Dojazd pociągiem też nie będzie problemem. 
Wygodne połączenie z trasą ekspresową S86 otworzy nam szybki i wygodny wyjazd za miasto.
Stacja PKP - 1 kmKatowice - 10 kmTrasa S86 - 3,5 km
","2","pełna własność","https://www.otodom.pl/pl/oferta/2-pokoje-z-ogrodkiem-poludnie-wschod-ID4laNi","true","4laNi"
"2023-09-04","Świeżo odnowione mieszkanie | Zarezerwowane","620000","market,primary","47.28","Prądnik Biały, Prądnik Biały, Kraków, małopolskie","true","null","private","Uwaga, mieszkanie jest aktualnie odświeżane i trwają drobne prace remontowe, aby było „gotowe do wprowadzenia się” dla nowego właściciela ;) Ściany zostaną odmalowane na neutralny kolor; zapraszamy do oglądania!!
Nie jesteśmy zainteresowani współpracą z agencjami.
Na sprzedaż bezpośrednio od pierwszych właścicieli, bez pośredników, dostępne od zaraz, piękne mieszkanie 3-pokojowe (2 sypialnie, w tym jedna duża przedzielona ścianką przesuwną na dwie części + kuchnia).
Mieszkanie o powierzchni 47,28 m² znajduje się na najwyższym piętrze (3. piętro) budynku i posiada balkon, który był dla nas doskonałym miejscem do odpoczynku i podziwiania widoków.
Całe mieszkanie jest w pełni wykończone, gotowe do zamieszkania i czeka na nowych właścicieli. Jest ono bardzo jasne i ustawne, z rozwiązaniami ułatwiającymi przechowywanie (co było bardzo ważne dla nas, rodziny z dwójką dzieci)
Osiedle, na którym się znajduje, jest kameralne i spokojne dzięki niskiej zabudowie oraz dużym odległościom pomiędzy blokami. To idealne miejsce dla rodzin, osób ceniących sobie spokój, ciszę, które wolą budzić się przy śpiewie ptaków, nie zaś przy warkocie samochodów. Duży atut to ustawienie osiedla blisko głównej ulicy, ale jednak nie w bezpośredniej odległości. Położenie osiedla wpływa również na zdecydowanie mniejsze zanieczyszczenie powietrza w miesiącach zimowych niż w innych częściach Krakowa.
My wprowadziliśmy się do mieszkania w 2018 roku, zaś budynek został wybudowany w 2016 roku i składa się z 33 mieszkań. Posiada windę, praktyczną rowerownię/wózkownię, garaż podziemny oraz ogólnodostępne miejsca postojowe na zewnętrznym parkingu. Dodatkowo na dachu budynku znajdują się panele fotowoltaiczne, oszczędzające energię i przykłądające się do niskich opłat czynszowych.
Rozkład mieszkania jest bardzo funkcjonalny:

Pokój 1 - 17,77 m² - przedzielony ścianką przesuwną na dwie części, z balkonem
Pokój 2 - 10,5 m²
Kuchnia - 8,5 m²
Łazienka - 4,23 m²
Korytarz - 6,28 m²

Przestronny balkon o powierzchni 4,48 m² nie został wliczony do podanego metrażu, został on odnowiony rok temu (wymieniono płytki). Z balkonu rozpościera się widok na rozległe tereny zielone, przestrzeń, z daleka widać Wawel.
Mieszkanie zostało wykończone w stylu nawiązującym do kolorów natury – szarość kamienia, biel, kolory drewnopodobne. Jest ono w pełni wykończone i umeblowane, wyposażone w kompletny sprzęt AGD (energooszczędne sprzęty wysokiej jakości, które były kupowane na własny użytek = pralka, lodówka, piekarnik, okap, zmywarka, czajnik elektryczny). Większość mebli pochodzi z IKEA – duże łóżko o szer. 160 cm, duże szafy w pokojach i przedpokoju, w tym w dużym pokoju ogromna garderoba (6 osobnych modułów szafowych zapewnia mnóstwo miejsca na przechowywanie ubrań, butów, sprzętów i innych rzeczy, co pozwala utrzymać porządek w całym mieszkaniu), stolik, nowoczesna kuchnia z funkcjonalnymi rozwiązaniami, szafki, półki itp. W łazience znajduje się nowoczesny prysznic typu walk-in, jest też możliwość łatwego zamontowania wanny.
Jedną z największych zalet mieszkania jest jego południowo-zachodnie położenie, które gwarantuje mnóstwo naturalnego światła przez cały dzień. Z balkonu rozciąga się przepiękny widok na otaczającą przyrodę.
Mieszkanie posiada bardzo dobry wynik energetyczny, jest ciepłe zimą, ogrzewanie jest miejskie.
W sprzedaży mamy również miejsce postojowe w garażu podziemnym, w cenie 40 000,00 zł. Ogromną zaletą sprzedawanego miejsca garażowego jest duża metalowa szafa do przechowywania, zamykana na klucz, zapewniająca mnóstwo dodatkowego miejsca, aby zachować porządek i bezpieczeństwo.
Na terenie osiedla znajdują się łąweczki, tereny zielone, drzewa i kwiaty, jest też ogrodzony plac zabaw dla dzieci.
Miejsce jest znakomicie skomunikowane. Przystanek autobusowy znajduje się 5 min od drzwi budynku (Jordanowska). Z kolei już we wrześniu tego roku planowane jest oddanie do użytku przedłużenie linii tramwajowej z Krowodrzej Górki aż do Górki Narodowej, a nowy przystanek tramwajowy m.in. szybkiej podziemnej linii nr 50 będzie znajdował się zaledwie 900 m pieszo od naszego mieszkania. W pobliżu trwają także prace związane z budową Trasy Wolbromskiej oraz Północnej Obwodnicy, co jeszcze bardziej ułatwi dostęp do innych części miasta i usprawni komunikację poza miasto – mówi się, że dzięki temu północ będzie najlepiej skomunikowaną częścią Krakowa. Kilkanaście minut samochodem znajduje się wjazd na autostradę A4 oraz lotnisko Kraków Balice.
W najbliższej okolicy znajduje się wiele sklepów (Biedronka, Lidl, Żabka, Lewiatan), żłobki, przedszkola, i inne udogodnienia, np:

Biedronka: 400 m
Najbliższy przystanek autobusowy: (Jordanowska) 5 min/500 m
Najbliższy przystanek tramwajowy (Krowodrza Górka): 2.4 km
Ikea/Galeria Bronowice: 2.8 km, 7 min (samochodem)
Stare Miasto: 4.5 km, 15 min (samochodem)
Lotnisko Balice: 14 km, 17 min (samochodem)

Dzięki bliskiej odległości do tych miejsc, masz łatwy dostęp do zakupów, restauracji, atrakcji turystycznych oraz dogodne połączenia komunikacyjne. To idealne położenie, które zapewnia wygodę i ułatwia codzienne życie.
Jeśli szukasz wyjątkowego mieszkania, gotowego do zamieszkania, w spokojnej okolicy, to właśnie znalazłeś to, czego potrzebujesz. Skontaktuj się z nami już dziś i umów na oglądanie tego pięknego mieszkania, które odzwierciedla naszą rodzinę i nasz gust.","3","pełna własność","https://www.otodom.pl/pl/oferta/swiezo-odnowione-mieszkanie-zarezerwowane-ID4mjq4","true","4mjq4"
"2023-09-04","Ciche i kameralne 2 pokojowe mieszkanie","339000","market,secondary","48","os. Zygmunta III Wazy, Osiedle Zygmunta III Wazy, Swarzędz, Swarzędz, poznański, wielkopolskie","true","null","agency","Zapraszam do zapoznania się z ofertą 2 pokojowego mieszkania z balkonem w Swarzędzu na Os. Zygmunta III Wazy.
 
Nieruchomość położona na 4 piętrze w 4 piętrowym bloku. Okolica jest cicha i spokojna, w pobliżu jezioro swarzędzkie oraz wiele dróg rowerowych, które świetnie sprawdzą dla osób ceniących sobie czas na łonie natury.
 
Na lokal o powierzchni 48 m2 składają się:
- pokój 1 – ok. 21 m2,
- pokój 2 – ok. 14 m2,
- kuchnia – ok. 6,2 m2,
- łazienka – ok. 3 m2,
- korytarz – ok. 3,8 m2
*Dodatkowo do mieszkania przynależna piwnica.
 
Opłaty:
Czynsz: ok. 400 zł  (w tym woda ciepła i zimna, ogrzewanie), dodatkowo płatne prąd, gaz i odpady.
 
Lokalizacja:
Nieruchomość zlokalizowana jest w miejscu gwarantującym spokój, ale również łatwy dostęp do wszelkich usług. W pobliżu znajdują się min. Biedronka, Żabka, Delikatesy, apteki, księgarnia, restauracje, PKO Bank Polski, piekarnia, plac zabaw, pływalnia, Wodny Raj (centrum sportowo-rekreacyjne), sklep medyczny. Dużą zaletą jest również bliskość do przystanku autobusowego, który porusza się na terenie Swarzędza, ale również możemy dojechać nim do Poznania.
Odległość od Poznania to zaledwie 12 km.
 
Standard i wykończenie:
W mieszkaniu obecnie zrobiona jest kuchnia. W 2021 roku przeprowadzono remont nieruchomości (nowe podłogi, odmalowane ściany, zmiana grzejników). Instalacje są wymienione. Balkon pokryty sztuczką trawą.
- okna - PCV, wystawa okien od strony podwórza.
- podłogi - panele,
- ściany – farba
- w łazience prysznic, umywalka, WC,
- drzwi – podwójne.
 
*Poprowadzony światłowód.
 
Na terenie osiedla dostępne miejsca parkingowe.
 
Prawo własności: spółdzielcze-własnościowe z KW.
Ogrzewanie: miejskie.
 
Zadzwoń i umów się na prezentację!
Patrycja Ciesielska
Tel. 512 330 990
 
Powyższy opis ma charakter informacyjny i nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego, a dane w nim podane mogą ulec zmianie.
Biuro Nieruchomości CASTLE zapewnia bezpieczeństwo transakcji oraz profesjonalną obsługę, aż do przekazania nieruchomości nowym właścicielom. Pomagamy w doborze kredytu.
 
 ","2","spółdzielcze wł. prawo do lokalu","https://www.otodom.pl/pl/oferta/ciche-i-kameralne-2-pokojowe-mieszkanie-ID4jJYr","true","4jJYr"
